y0,x0,x1,x2,x3
0.04540885020860959,10.034340184366219,0.00046502558690269917,12.650665689678343,201.76286245003823
0.055654084282633666,10.0081009098716,0.00038832569870887566,13.14073160661934,203.17026335512168
0.11463982601659668,10.004175738319933,0.0005035531212947836,35.59399247234867,205.7873029908486
0.08536710653545526,10.00896868244195,0.0004565012634179322,25.000884434264325,214.4221091531436
0.10741755802539857,9.976412360280419,0.0004113310767166494,28.985952404299425,217.1314326096099
0.06295460080448113,9.979229029684513,0.0004472376981757363,18.023306999257027,212.05002002182505
0.059575089814571235,9.990260017952005,0.0004097330976836731,15.006192033645544,204.32140564456097
0.08048900407724952,9.96368184961299,0.00046533300795177906,22.93417544675365,201.8928864158351
0.057173006139461385,10.004060215869183,0.0003960301028554062,14.840948739153372,218.7510142316984
0.09657027593324206,10.02885168487812,0.00049274962696358,30.510392929289505,215.58095698965036
